customer_id,gender,senior_citizen,partner,dependents,tenure_months,contract,payment_method,internet_service,online_security,tech_support,paperless_billing,monthly_charges,total_charges,churn
CUST-11021,Male,0,Yes,No,7,Month-to-month,Credit card,No,No,No,No,21.54,171.75,No
CUST-11022,Female,0,Yes,Yes,41,Two year,Electronic check,Fiber optic,No,No,Yes,59.71,2427.42,No
CUST-11023,Female,0,No,No,4,Month-to-month,Electronic check,Fiber optic,Yes,No,No,106.42,414.25,No
CUST-11024,Female,0,No,No,34,Month-to-month,Mailed check,DSL,Yes,Yes,No,67.73,2109.12,No
CUST-11025,Female,0,No,No,6,Two year,Bank transfer,DSL,No,No internet service,No,38.33,234.47,No
CUST-11026,Female,1,No,No,8,Month-to-month,Credit card,Fiber optic,No,Yes,No,67.06,573.4,No
CUST-11027,Male,0,Yes,No,45,Two year,Bank transfer,DSL,No,No,No,62.6,2669.23,No
CUST-11028,Male,0,Yes,No,13,Month-to-month,Credit card,Fiber optic,No internet service,No,Yes,97.58,1246.74,No
CUST-11029,Male,0,No,No,72,One year,Credit card,DSL,No,Yes,No,117.28,8883.3,No
CUST-11030,Male,0,No,No,3,Month-to-month,Mailed check,Fiber optic,No internet service,No,No,58.59,191.63,No
CUST-11031,Female,0,Yes,No,14,Month-to-month,Mailed check,Fiber optic,No,Yes,Yes,57.51,837.32,Yes
CUST-11032,Male,0,Yes,No,31,One year,Electronic check,DSL,Yes,No,Yes,52.55,1680.42,No
CUST-11033,Female,0,No,Yes,0,Month-to-month,Bank transfer,No,No,Yes,Yes,72.43,20.0,Yes
CUST-11034,Male,0,Yes,Yes,3,Month-to-month,Electronic check,No,No internet service,No,No,81.06,251.0,No
CUST-11035,Female,1,No,No,0,Two year,Bank transfer,Fiber optic,No,Yes,No,74.6,20.0,Yes
CUST-11036,Female,0,Yes,No,72,Two year,Credit card,Fiber optic,No,No internet service,Yes,24.93,1874.72,No
CUST-11037,Male,0,Yes,No,34,Month-to-month,Bank transfer,Fiber optic,No,No,No,32.9,1129.02,No
CUST-11038,Male,0,Yes,Yes,11,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,103.94,1151.19,No
CUST-11039,Male,0,No,No,4,One year,Credit card,Fiber optic,No,No,Yes,26.18,123.2,No
CUST-11040,Male,0,No,Yes,2,Two year,Bank transfer,No,Yes,No,No,50.78,111.94,No
CUST-11041,Female,0,No,No,18,Two year,Mailed check,Fiber optic,Yes,Yes,No,120.0,2044.6,No
CUST-11042,Male,0,No,No,72,Month-to-month,Mailed check,Fiber optic,No,No internet service,Yes,68.36,4946.2,No
CUST-11043,Male,0,Yes,Yes,26,One year,Electronic check,DSL,Yes,No,No,68.4,1629.36,No
CUST-11044,Female,0,Yes,No,10,Month-to-month,Mailed check,DSL,No,No internet service,Yes,52.05,535.82,Yes
CUST-11045,Male,0,No,No,16,Month-to-month,Mailed check,Fiber optic,No internet service,No,Yes,77.47,1144.91,No
CUST-11046,Male,1,No,Yes,72,Month-to-month,Mailed check,No,No,Yes,Yes,93.95,6116.56,No
CUST-11047,Male,0,No,No,17,Month-to-month,Bank transfer,Fiber optic,No internet service,No,No,77.1,1374.95,No
CUST-11048,Male,0,No,No,72,Month-to-month,Electronic check,Fiber optic,No internet service,No,Yes,58.45,4382.61,No
CUST-11049,Male,0,Yes,Yes,0,Month-to-month,Credit card,DSL,Yes,Yes,No,54.59,20.0,Yes
CUST-11050,Female,0,Yes,No,30,Two year,Bank transfer,Fiber optic,No,No,No,64.02,1997.72,No
CUST-11051,Male,1,No,Yes,23,One year,Credit card,Fiber optic,No internet service,No,Yes,77.24,1638.83,No
CUST-11052,Male,0,Yes,No,27,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No,18.0,487.4,Yes
CUST-11053,Male,0,Yes,No,20,Two year,Electronic check,Fiber optic,No,Yes,Yes,77.92,1533.93,Yes
CUST-11054,Male,0,No,No,1,Two year,Bank transfer,No,No,No,No,90.94,107.42,Yes
CUST-11055,Male,1,Yes,Yes,3,Month-to-month,Bank transfer,No,No internet service,No,Yes,57.91,185.44,Yes
CUST-11056,Female,0,No,Yes,61,Month-to-month,Bank transfer,Fiber optic,Yes,No internet service,No,44.65,2721.04,No
CUST-11057,Male,0,Yes,No,6,Month-to-month,Credit card,No,Yes,Yes,Yes,38.21,249.59,No
CUST-11058,Female,0,No,No,72,Month-to-month,Electronic check,Fiber optic,Yes,No internet service,Yes,18.0,1372.73,No
CUST-11059,Female,0,No,No,27,Month-to-month,Mailed check,No,Yes,No internet service,No,65.2,1637.8,No
CUST-11060,Male,0,No,Yes,14,Month-to-month,Electronic check,Fiber optic,Yes,No internet service,No,73.33,1082.61,Yes
CUST-11061,Male,1,Yes,No,60,Month-to-month,Credit card,No,No,Yes,No,89.6,5501.4,No
CUST-11062,Male,0,Yes,No,38,Month-to-month,Electronic check,DSL,No,Yes,Yes,120.0,4317.39,No
CUST-11063,Male,0,Yes,No,13,Month-to-month,Electronic check,Fiber optic,No,Yes,No,67.7,838.53,No
CUST-11064,Female,0,Yes,No,1,Month-to-month,Electronic check,DSL,No,No internet service,Yes,96.81,108.82,Yes
CUST-11065,Male,0,No,No,48,Month-to-month,Bank transfer,DSL,No internet service,No internet service,No,18.0,852.51,Yes
CUST-11066,Male,0,Yes,Yes,34,Month-to-month,Bank transfer,Fiber optic,No,Yes,No,50.89,1720.02,No
CUST-11067,Male,1,Yes,No,37,Month-to-month,Mailed check,DSL,No,Yes,No,95.34,3496.31,Yes
CUST-11068,Male,0,Yes,Yes,32,Two year,Electronic check,Fiber optic,No,No,No,69.36,2156.32,Yes
CUST-11069,Male,0,No,No,7,One year,Electronic check,Fiber optic,No,Yes,No,98.7,712.84,No
CUST-11070,Male,0,Yes,No,46,Month-to-month,Bank transfer,DSL,Yes,No,No,97.91,4551.68,No
CUST-11071,Female,0,No,No,0,Two year,Mailed check,Fiber optic,No internet service,No internet service,Yes,116.16,20.0,No
CUST-11072,Female,0,No,No,6,One year,Mailed check,No,No internet service,No,Yes,87.35,535.06,No
CUST-11073,Male,0,No,No,1,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,60.68,76.39,No
CUST-11074,Male,0,No,No,2,Month-to-month,Credit card,DSL,No,Yes,No,91.57,200.04,No
CUST-11075,Male,0,Yes,Yes,18,Month-to-month,Electronic check,Fiber optic,No internet service,Yes,Yes,35.42,601.0,No
CUST-11076,Female,0,No,No,0,Month-to-month,Mailed check,DSL,No,No,No,120.0,20.0,No
CUST-11077,Male,0,No,No,4,Month-to-month,Electronic check,Fiber optic,No,No internet service,Yes,50.43,221.0,Yes
CUST-11078,Female,0,No,No,6,Month-to-month,Mailed check,Fiber optic,No,No,Yes,64.48,425.17,No
CUST-11079,Male,1,No,Yes,25,Two year,Bank transfer,No,No,Yes,Yes,74.06,1804.38,No
CUST-11080,Male,0,Yes,Yes,15,Month-to-month,Mailed check,Fiber optic,No,Yes,Yes,85.38,1267.86,No
CUST-11081,Male,0,Yes,No,14,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,102.11,1403.54,No
CUST-11082,Male,0,No,No,35,Month-to-month,Mailed check,Fiber optic,Yes,Yes,Yes,41.49,1383.52,Yes
CUST-11083,Female,0,No,Yes,14,Two year,Mailed check,Fiber optic,No,Yes,No,29.6,398.82,No
CUST-11084,Female,0,Yes,Yes,10,Month-to-month,Bank transfer,No,Yes,Yes,Yes,39.54,413.85,Yes
CUST-11085,Male,0,Yes,Yes,72,Month-to-month,Mailed check,DSL,No,No,Yes,70.75,4659.69,No
CUST-11086,Male,0,Yes,No,0,Month-to-month,Mailed check,DSL,No,No,Yes,85.12,20.0,Yes
CUST-11087,Female,0,No,No,8,Month-to-month,Credit card,DSL,Yes,Yes,No,83.45,621.94,Yes
CUST-11088,Female,0,No,No,22,Month-to-month,Bank transfer,DSL,Yes,Yes,Yes,75.28,1744.19,Yes
CUST-11089,Female,0,No,Yes,36,One year,Credit card,Fiber optic,Yes,No,Yes,74.46,2712.94,No
CUST-11090,Female,1,Yes,No,40,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,97.94,3676.96,Yes
CUST-11091,Male,0,Yes,Yes,1,Month-to-month,Mailed check,No,Yes,No,No,90.53,105.23,No
CUST-11092,Female,0,Yes,No,29,Month-to-month,Credit card,Fiber optic,No,No,No,22.53,639.61,No
CUST-11093,Male,0,Yes,No,30,Two year,Electronic check,Fiber optic,No,No internet service,No,78.78,2331.08,No
CUST-11094,Female,0,No,No,5,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,83.15,433.57,No
CUST-11095,Female,0,Yes,No,2,Two year,Credit card,No,Yes,No,Yes,43.41,99.14,Yes
CUST-11096,Female,0,No,No,33,Month-to-month,Credit card,Fiber optic,No internet service,No internet service,Yes,89.08,2956.85,No
CUST-11097,Female,1,No,No,6,Month-to-month,Electronic check,DSL,Yes,No internet service,Yes,63.42,366.72,No
CUST-11098,Female,1,No,No,0,One year,Credit card,DSL,No,No internet service,Yes,87.06,20.0,No
CUST-11099,Male,0,Yes,Yes,6,Month-to-month,Bank transfer,No,Yes,No,No,26.25,173.5,No
CUST-11100,Male,0,Yes,No,0,Month-to-month,Bank transfer,Fiber optic,No,No,No,32.8,20.0,Yes
CUST-11101,Female,1,Yes,Yes,6,Month-to-month,Bank transfer,DSL,Yes,No,Yes,95.13,588.7,Yes
CUST-11102,Female,0,No,No,9,Month-to-month,Mailed check,Fiber optic,No,No internet service,Yes,89.3,791.7,No
CUST-11103,Male,1,No,Yes,7,Month-to-month,Electronic check,No,No,Yes,Yes,18.0,148.2,No
CUST-11104,Female,0,Yes,Yes,60,Month-to-month,Bank transfer,No,No,No,Yes,59.74,3282.56,No
CUST-11105,Female,0,Yes,No,6,Month-to-month,Electronic check,Fiber optic,No internet service,No,Yes,18.0,126.71,No
CUST-11106,Male,0,No,No,15,Month-to-month,Bank transfer,No,No,No,Yes,120.0,1709.57,No
CUST-11107,Female,0,No,No,72,One year,Mailed check,Fiber optic,No internet service,No,Yes,49.11,3649.3,No
CUST-11108,Female,0,No,Yes,50,Month-to-month,Mailed check,Fiber optic,Yes,No,No,56.13,2920.78,Yes
CUST-11109,Male,0,Yes,Yes,8,One year,Electronic check,Fiber optic,No,No internet service,No,43.24,361.71,No
CUST-11110,Male,0,Yes,No,9,Month-to-month,Electronic check,No,No internet service,Yes,Yes,54.97,484.62,No
CUST-11111,Male,0,Yes,No,21,One year,Bank transfer,Fiber optic,No,No internet service,Yes,47.45,974.94,No
CUST-11112,Female,0,Yes,No,59,One year,Bank transfer,DSL,No,No internet service,Yes,100.86,5929.52,No
CUST-11113,Male,0,No,No,0,One year,Mailed check,Fiber optic,No,No,No,59.97,20.0,No
CUST-11114,Male,0,Yes,No,11,One year,Bank transfer,Fiber optic,Yes,Yes,No,48.01,556.86,No
CUST-11115,Male,0,Yes,No,45,Month-to-month,Mailed check,Fiber optic,Yes,No internet service,Yes,77.97,3371.95,No
CUST-11116,Male,0,No,No,12,Month-to-month,Credit card,DSL,Yes,No,No,18.0,230.78,No
CUST-11117,Male,1,Yes,No,30,One year,Electronic check,Fiber optic,Yes,No,Yes,46.35,1310.88,No
CUST-11118,Male,1,No,Yes,28,Month-to-month,Electronic check,DSL,Yes,No internet service,Yes,58.12,1654.96,No
CUST-11119,Female,0,Yes,Yes,5,Month-to-month,Electronic check,No,Yes,No,No,30.8,178.59,Yes
CUST-11120,Female,0,No,No,14,Month-to-month,Electronic check,Fiber optic,No,Yes,Yes,81.23,1106.04,Yes
CUST-11121,Male,0,Yes,Yes,20,Month-to-month,Credit card,No,Yes,Yes,Yes,63.05,1335.48,No
CUST-11122,Male,1,No,Yes,30,One year,Credit card,Fiber optic,No,No,Yes,82.18,2253.06,No
CUST-11123,Male,0,Yes,No,41,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,81.41,3134.35,No
CUST-11124,Female,0,Yes,No,34,Month-to-month,Mailed check,DSL,Yes,Yes,Yes,108.12,3555.9,No
CUST-11125,Female,0,No,No,0,Two year,Mailed check,Fiber optic,No internet service,No,Yes,35.92,20.0,No
CUST-11126,Female,0,Yes,No,26,Month-to-month,Bank transfer,No,Yes,No,No,93.67,2501.72,No
CUST-11127,Female,0,Yes,No,16,Month-to-month,Mailed check,DSL,No internet service,No internet service,Yes,49.12,831.92,Yes
CUST-11128,Female,0,No,No,20,Two year,Credit card,DSL,No,Yes,No,68.29,1311.31,No
CUST-11129,Female,1,No,Yes,11,Month-to-month,Electronic check,No,No internet service,No internet service,Yes,78.73,882.4,No
CUST-11130,Female,1,Yes,No,30,Two year,Electronic check,No,No,No,Yes,97.29,2888.34,No
CUST-11131,Female,0,Yes,No,26,Month-to-month,Credit card,Fiber optic,No internet service,No internet service,Yes,67.49,1645.99,No
CUST-11132,Female,0,Yes,No,20,Month-to-month,Credit card,Fiber optic,Yes,No internet service,Yes,93.41,1792.74,Yes
CUST-11133,Male,0,Yes,No,47,Month-to-month,Credit card,Fiber optic,No internet service,No,Yes,108.64,4630.62,Yes
CUST-11134,Male,0,No,No,2,Month-to-month,Mailed check,Fiber optic,No,No,Yes,54.04,122.2,Yes
CUST-11135,Male,0,No,No,8,Two year,Credit card,Fiber optic,No,No internet service,No,56.53,434.17,No
CUST-11136,Male,0,Yes,No,16,Two year,Electronic check,Fiber optic,Yes,No,Yes,40.51,690.69,No
CUST-11137,Female,0,No,No,72,One year,Electronic check,Fiber optic,Yes,No,Yes,49.11,3679.1,No
CUST-11138,Female,0,No,No,1,Month-to-month,Mailed check,DSL,No,No,Yes,72.05,92.2,Yes
CUST-11139,Male,0,No,No,9,Two year,Credit card,DSL,No,Yes,No,60.66,592.65,No
CUST-11140,Female,0,Yes,No,62,One year,Electronic check,Fiber optic,No,No internet service,Yes,59.44,3657.31,No
CUST-11141,Male,0,Yes,No,54,Month-to-month,Mailed check,DSL,Yes,No,No,74.39,3756.16,Yes
CUST-11142,Female,1,No,Yes,48,Two year,Bank transfer,Fiber optic,Yes,Yes,Yes,58.56,2922.8,No
CUST-11143,Male,1,Yes,Yes,8,Two year,Bank transfer,DSL,Yes,Yes,Yes,22.79,189.79,No
CUST-11144,Female,1,Yes,No,45,One year,Electronic check,DSL,Yes,No,Yes,38.82,1662.17,No
CUST-11145,Female,0,Yes,No,16,Month-to-month,Electronic check,Fiber optic,No,No internet service,No,76.86,1248.3,Yes
CUST-11146,Male,0,Yes,Yes,23,Two year,Credit card,DSL,No,No,No,73.89,1582.56,No
CUST-11147,Female,0,No,No,6,Month-to-month,Bank transfer,Fiber optic,No,No internet service,Yes,39.79,256.7,No
CUST-11148,Male,1,No,No,29,One year,Bank transfer,DSL,Yes,No,No,45.98,1280.64,No
CUST-11149,Male,0,Yes,No,9,Month-to-month,Mailed check,Fiber optic,No internet service,No,No,44.23,415.65,Yes
CUST-11150,Male,0,Yes,Yes,10,Two year,Electronic check,DSL,Yes,Yes,No,55.39,584.82,No
CUST-11151,Male,0,No,No,24,Month-to-month,Electronic check,DSL,No,No,No,91.64,2129.5,Yes
CUST-11152,Female,0,Yes,No,6,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,112.76,662.5,Yes
CUST-11153,Female,0,No,No,6,Month-to-month,Electronic check,Fiber optic,No,Yes,Yes,72.35,432.23,No
CUST-11154,Female,0,No,Yes,11,Month-to-month,Electronic check,DSL,Yes,Yes,Yes,110.42,1178.33,Yes
CUST-11155,Male,0,Yes,No,36,Two year,Bank transfer,Fiber optic,No,Yes,Yes,54.26,2007.61,No
CUST-11156,Female,0,No,Yes,6,Two year,Credit card,DSL,No,No,No,75.72,458.23,No
CUST-11157,Male,1,No,No,37,Month-to-month,Credit card,Fiber optic,No,No,No,58.17,2187.44,Yes
CUST-11158,Female,0,Yes,Yes,28,Month-to-month,Credit card,Fiber optic,Yes,No internet service,No,85.61,2443.38,No
CUST-11159,Female,0,Yes,No,27,Month-to-month,Bank transfer,DSL,No,Yes,No,90.57,2416.31,Yes
CUST-11160,Female,0,No,Yes,15,Month-to-month,Electronic check,No,No internet service,Yes,No,48.23,720.51,No
CUST-11161,Male,1,Yes,Yes,32,Two year,Mailed check,No,Yes,Yes,Yes,97.95,3018.88,No
CUST-11162,Female,0,No,No,0,One year,Electronic check,DSL,No,No internet service,Yes,49.34,20.0,Yes
CUST-11163,Female,1,No,No,8,Month-to-month,Bank transfer,DSL,Yes,Yes,No,31.56,266.72,Yes
CUST-11164,Male,0,Yes,No,27,Month-to-month,Electronic check,DSL,No,No,Yes,97.46,2503.42,No
CUST-11165,Female,1,Yes,No,72,One year,Electronic check,No,No,Yes,Yes,75.05,5315.17,No
CUST-11166,Male,1,No,No,0,Month-to-month,Electronic check,Fiber optic,No,No,Yes,69.92,20.0,No
CUST-11167,Female,0,Yes,Yes,17,Month-to-month,Credit card,DSL,No,No,Yes,74.52,1263.64,No
CUST-11168,Male,0,No,No,61,Month-to-month,Bank transfer,No,No internet service,No,Yes,55.28,3062.47,Yes
CUST-11169,Male,0,No,No,47,Month-to-month,Electronic check,Fiber optic,No internet service,No,No,83.26,4124.88,Yes
CUST-11170,Female,0,No,No,0,Month-to-month,Mailed check,Fiber optic,No internet service,No,No,27.25,20.0,No
CUST-11171,Male,0,Yes,Yes,18,Two year,Electronic check,No,No,No,No,120.0,2042.89,No
CUST-11172,Male,0,No,No,0,Month-to-month,Electronic check,No,No,Yes,Yes,38.7,20.0,No
CUST-11173,Male,0,No,Yes,37,Two year,Electronic check,DSL,Yes,No,Yes,31.31,1196.03,No
CUST-11174,Male,0,No,No,8,Month-to-month,Mailed check,Fiber optic,No,No,Yes,84.36,688.21,Yes
CUST-11175,Male,0,Yes,Yes,34,One year,Bank transfer,Fiber optic,No,No,Yes,36.6,1256.55,No
CUST-11176,Male,0,No,Yes,69,Month-to-month,Mailed check,DSL,No internet service,No internet service,No,92.04,5889.29,No
CUST-11177,Female,0,No,No,72,Month-to-month,Credit card,DSL,No,Yes,Yes,86.67,5984.52,Yes
CUST-11178,Male,0,Yes,No,53,Month-to-month,Mailed check,Fiber optic,No,No internet service,No,31.21,1654.63,No
CUST-11179,Male,0,No,No,5,One year,Credit card,No,No,No,Yes,61.96,302.43,Yes
CUST-11180,Female,0,Yes,Yes,5,One year,Bank transfer,No,Yes,No,Yes,111.22,602.08,No
CUST-11181,Female,1,Yes,Yes,23,Two year,Credit card,No,Yes,Yes,Yes,50.48,1082.67,No
CUST-11182,Female,0,No,No,18,Month-to-month,Bank transfer,No,No,Yes,No,42.83,760.51,No
CUST-11183,Female,0,Yes,No,0,Month-to-month,Mailed check,DSL,Yes,No,Yes,61.49,20.0,No
CUST-11184,Female,0,No,Yes,11,Month-to-month,Mailed check,Fiber optic,No,No internet service,Yes,80.67,820.66,No
CUST-11185,Female,0,No,No,56,Month-to-month,Electronic check,Fiber optic,Yes,No internet service,No,50.83,2873.56,No
CUST-11186,Female,1,Yes,Yes,54,Month-to-month,Electronic check,Fiber optic,No,No internet service,Yes,42.25,2206.26,Yes
CUST-11187,Male,1,Yes,No,5,Two year,Electronic check,No,No,Yes,No,85.89,452.71,No
CUST-11188,Male,0,No,Yes,11,Month-to-month,Mailed check,Fiber optic,No,Yes,Yes,120.0,1339.45,Yes
CUST-11189,Female,0,No,Yes,19,Two year,Electronic check,Fiber optic,No internet service,No,Yes,64.9,1240.21,No
CUST-11190,Male,0,No,Yes,45,Month-to-month,Mailed check,Fiber optic,No,No internet service,No,47.04,2199.88,No
CUST-11191,Male,0,No,Yes,18,Month-to-month,Credit card,Fiber optic,No,Yes,Yes,57.35,949.85,Yes
CUST-11192,Male,1,Yes,Yes,72,One year,Credit card,DSL,Yes,No,Yes,19.49,1313.7,No
CUST-11193,Female,0,Yes,No,38,Month-to-month,Bank transfer,No,No internet service,No internet service,No,63.7,2484.21,No
CUST-11194,Female,0,No,Yes,72,Two year,Electronic check,DSL,No internet service,No,Yes,81.23,5840.78,No
CUST-11195,Male,0,No,Yes,31,Two year,Electronic check,DSL,No,No internet service,No,46.14,1505.92,No
CUST-11196,Female,1,Yes,Yes,50,One year,Electronic check,Fiber optic,Yes,Yes,No,18.0,889.26,No
CUST-11197,Male,0,No,No,42,Two year,Mailed check,Fiber optic,Yes,No,Yes,92.3,3828.59,No
CUST-11198,Male,0,No,No,7,Month-to-month,Credit card,No,No,No,Yes,19.62,156.47,No
CUST-11199,Male,0,No,No,6,Month-to-month,Electronic check,No,Yes,No,Yes,58.51,345.23,No
CUST-11200,Male,0,Yes,No,47,Two year,Mailed check,Fiber optic,No,No,Yes,111.59,4853.14,No
CUST-11201,Female,0,No,Yes,2,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,76.18,162.92,No
CUST-11202,Female,1,No,Yes,12,Month-to-month,Electronic check,Fiber optic,Yes,No,No,18.0,226.9,Yes
CUST-11203,Female,0,No,No,41,Month-to-month,Credit card,No,No internet service,No,Yes,29.16,1183.47,No
CUST-11204,Male,0,No,No,40,Month-to-month,Mailed check,DSL,No internet service,No internet service,Yes,40.52,1591.63,No
CUST-11205,Female,0,No,No,3,One year,Credit card,Fiber optic,No internet service,Yes,Yes,30.58,113.46,No
CUST-11206,Male,0,No,No,16,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,23.09,359.91,No
CUST-11207,Female,0,No,No,15,Month-to-month,Electronic check,DSL,No,No internet service,Yes,33.67,502.48,No
CUST-11208,Male,0,Yes,No,9,Month-to-month,Electronic check,Fiber optic,Yes,No internet service,No,83.68,804.67,Yes
CUST-11209,Male,0,Yes,Yes,59,Month-to-month,Electronic check,Fiber optic,No,No,Yes,91.25,5488.77,No
CUST-11210,Male,1,No,Yes,25,Two year,Mailed check,No,No internet service,No internet service,Yes,18.0,453.89,No
CUST-11211,Female,0,Yes,No,72,One year,Credit card,No,No,Yes,No,120.0,8549.27,No
CUST-11212,Female,0,Yes,Yes,1,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,92.13,109.42,Yes
CUST-11213,Female,0,Yes,No,12,Month-to-month,Bank transfer,No,No,No internet service,No,118.23,1378.58,Yes
CUST-11214,Female,0,Yes,No,43,Month-to-month,Mailed check,DSL,Yes,No internet service,Yes,31.51,1266.42,No
CUST-11215,Male,0,Yes,No,13,Month-to-month,Mailed check,Fiber optic,Yes,No,No,27.67,352.77,No
CUST-11216,Female,0,Yes,Yes,7,One year,Electronic check,Fiber optic,No,Yes,Yes,90.8,619.52,No
CUST-11217,Female,0,No,No,72,Month-to-month,Electronic check,Fiber optic,No,Yes,Yes,79.17,5462.48,Yes
CUST-11218,Male,0,No,No,49,Month-to-month,Electronic check,No,No internet service,No internet service,No,76.02,3513.1,No
CUST-11219,Male,0,No,No,18,One year,Mailed check,DSL,No internet service,No internet service,Yes,55.36,1003.13,No
CUST-11220,Male,0,Yes,Yes,19,One year,Mailed check,No,Yes,No,Yes,58.15,1113.49,No
CUST-11221,Female,1,No,Yes,0,One year,Electronic check,DSL,Yes,No internet service,Yes,90.81,20.0,Yes
CUST-11222,Male,0,No,No,72,One year,Credit card,Fiber optic,No,Yes,No,45.64,3297.69,No
CUST-11223,Male,0,No,No,39,Month-to-month,Electronic check,DSL,No internet service,No,Yes,19.54,759.3,Yes
CUST-11224,Male,0,Yes,No,0,Month-to-month,Electronic check,No,Yes,No,No,74.64,20.0,No
CUST-11225,Female,0,Yes,No,4,Month-to-month,Bank transfer,DSL,No internet service,Yes,Yes,106.02,458.5,No
CUST-11226,Male,0,No,No,41,Month-to-month,Bank transfer,Fiber optic,Yes,No internet service,Yes,20.18,787.4,No
CUST-11227,Female,0,No,No,2,Month-to-month,Credit card,No,No internet service,Yes,Yes,64.08,143.12,No
CUST-11228,Female,0,No,Yes,68,Two year,Mailed check,No,No internet service,Yes,Yes,18.0,1210.67,No
CUST-11229,Male,0,No,No,72,One year,Electronic check,No,No internet service,No,Yes,99.57,7107.49,No
CUST-11230,Male,0,Yes,Yes,52,Month-to-month,Credit card,Fiber optic,No internet service,No,No,38.15,2007.08,No
CUST-11231,Female,0,No,Yes,32,Month-to-month,Credit card,Fiber optic,Yes,Yes,Yes,65.41,1944.4,Yes
CUST-11232,Male,1,Yes,Yes,16,One year,Credit card,No,No,No,No,66.71,1100.54,No
CUST-11233,Male,0,No,No,2,Month-to-month,Credit card,No,No,Yes,Yes,67.74,146.42,No
CUST-11234,Female,0,No,Yes,31,Month-to-month,Electronic check,Fiber optic,No internet service,Yes,Yes,80.82,2632.35,No
CUST-11235,Female,0,No,Yes,12,One year,Credit card,Fiber optic,No,Yes,Yes,111.67,1247.28,No
CUST-11236,Male,0,Yes,No,20,Month-to-month,Credit card,No,No,No,Yes,55.25,1178.05,Yes
CUST-11237,Female,0,Yes,Yes,8,Month-to-month,Mailed check,No,No,No,No,58.3,504.68,No
CUST-11238,Male,0,No,No,6,Month-to-month,Bank transfer,DSL,Yes,No,Yes,31.24,213.7,Yes
CUST-11239,Male,0,No,No,9,Two year,Bank transfer,Fiber optic,No internet service,No,Yes,18.0,166.54,No
CUST-11240,Male,0,No,No,40,Two year,Electronic check,No,Yes,No,No,47.48,1786.67,No
CUST-11241,Female,0,No,Yes,13,Two year,Bank transfer,DSL,Yes,No,Yes,77.99,1018.83,No
CUST-11242,Male,0,Yes,Yes,8,Month-to-month,Credit card,No,No,Yes,No,57.94,487.32,Yes
CUST-11243,Male,1,No,No,13,Two year,Mailed check,Fiber optic,No internet service,No internet service,Yes,104.18,1388.17,Yes
CUST-11244,Male,0,No,No,0,Two year,Bank transfer,Fiber optic,No,No,Yes,64.25,20.0,No
CUST-11245,Female,1,No,Yes,53,Month-to-month,Mailed check,DSL,No internet service,Yes,Yes,107.88,5756.56,Yes
CUST-11246,Female,0,Yes,No,19,Month-to-month,Electronic check,DSL,Yes,Yes,Yes,68.99,1297.32,No
CUST-11247,Female,0,No,No,2,One year,Bank transfer,Fiber optic,No,No,Yes,48.44,111.75,Yes
CUST-11248,Female,1,Yes,Yes,8,Two year,Mailed check,Fiber optic,No,No,Yes,25.82,227.27,No
CUST-11249,Female,0,No,No,72,Two year,Electronic check,Fiber optic,Yes,No,Yes,18.0,1235.14,No
CUST-11250,Male,1,No,Yes,21,Month-to-month,Credit card,Fiber optic,Yes,No internet service,Yes,44.7,955.65,No
CUST-11251,Female,0,Yes,No,8,Two year,Credit card,Fiber optic,Yes,No,Yes,85.68,699.84,No
CUST-11252,Female,0,Yes,No,13,Month-to-month,Electronic check,No,No,Yes,No,51.95,687.7,No
CUST-11253,Female,1,No,Yes,7,Month-to-month,Bank transfer,No,No internet service,No,No,36.18,268.18,No
CUST-11254,Male,0,No,No,0,Two year,Mailed check,Fiber optic,No,No,Yes,61.65,20.0,No
CUST-11255,Female,1,Yes,No,44,Two year,Mailed check,No,No,Yes,Yes,62.57,2580.8,No
CUST-11256,Female,1,Yes,No,8,One year,Mailed check,No,Yes,No internet service,No,50.5,406.82,No
CUST-11257,Male,0,No,No,43,Two year,Mailed check,Fiber optic,Yes,No,No,81.35,3677.65,No
CUST-11258,Female,0,No,No,15,One year,Electronic check,DSL,Yes,No internet service,Yes,58.77,917.53,No
CUST-11259,Male,0,Yes,No,4,Month-to-month,Electronic check,DSL,No,No,No,111.09,445.54,Yes
CUST-11260,Male,0,No,Yes,38,Two year,Electronic check,No,No,No internet service,Yes,49.8,1917.23,No
CUST-11261,Male,0,Yes,Yes,11,Two year,Bank transfer,DSL,Yes,No,No,43.91,475.05,No
CUST-11262,Male,0,Yes,No,29,Month-to-month,Electronic check,DSL,No internet service,No internet service,Yes,55.87,1530.38,No
CUST-11263,Male,0,Yes,No,43,Month-to-month,Mailed check,DSL,No,No,Yes,89.29,3811.57,No
CUST-11264,Female,0,No,Yes,72,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,80.58,5464.51,Yes
